Title,Label
فضانوردان ناسا آسانسور ماموریت فرود روی ماه را آزمایش کردند,فناوری
با نسخه جدید آیگپ در سرتاسر دنیا «در ارتباط بمانید..»,فناوری
ماموریت خورشیدی پارکر «چیزی معادل فرود بر ماه است»,فناوری
سعیدی: این همه اعتبار برای سازمان پدافند غیرعامل، خروجی لازم را نداشته/هنوز وزارت نفت نتوانسته از نتایج حمله به جایگاه‌های سوخت خارج شود/نوری قزلجه: بعد از داستان طرح صیانت و مهاجرت نخبگان حوزه IT چالش‌های این حوزه شدت گرفت/فیلترینگ گسترده نیز از نظر فنی امنیت فضای مجازی را دچار چالش کرده/شریعتی: وزارت ارتباطات فقط به دنبال فیلترکردن رفته,فناوری
واکنش وزیر ارتباطات به هک اسنپ‌فود و افزایش تعرفه اینترنت / زارع پور: اگر به نرخ تورم توجه کنیم افزایش تعرفه باید انجام می‌شد,فناوری
چینی‌ها رباتی ساختند که انسان را به چالش می‌کشد!,فناوری
اسنپ فود هک اطلاعات خود را تایید کرد؛ از طریق مذاکره با هکر‌ها تلاش می‌کنیم داده‌های کاربران منتشر نشود,فناوری
هک اسنپ فود و افشای اطلاعات ۲۰ میلیون کاربر، ۸۸۰ میلیون سفارش / مستقیما اطلاعات را برای فروش گذاشته ایم,فناوری
تحریم ها و جهش دلار در بازار از عوامل افزایش قیمت اینترنت است,فناوری
ساخت نام کاربری در نسخه وب واتس‌اپ ممکن می‌شود,فناوری
آسیاتک، پنج شهر استان اصفهان را به فیبر نوری مجهز می‌کند,فناوری
باید زیرساخت‌های ارتباطی را نوسازی کنیم,فناوری
ارائه بسته‌های جدید و متنوع اینترنت توسط همراه اول,فناوری
«خدای آشوب»، سیارکی نزدیک‌تر از همه سیارک‌ها به زمین؛ ناسا آپوفیس را زیر نظر می‌گیرد,فناوری
ابداع یک ابزار هوش مصنوعی که می‌تواند زمان مرگ افراد را پیش‌بینی کند,فناوری
قیمت جدید بسته‌های اینترنت پس از افزایش تعرفه / یک گیگابایت یک ماهه، بیش از ۱۴ هزار تومان، پنج گیگابایت یک ماهه ۳۱۷۰۰ تومان و بسته‌های شش ماهه، ۱۵۰ تا حدود ۵۰۰ هزار تومان,فناوری
سرعت دانلود جهانی ۵G رشد ۲۰ درصدی یافت,فناوری
اینترنت رسماً ۳۰ درصد گران شد / صداوسیما: قیمت اینترنت به جای ۳۰ درصد، ۳ برابر شده,فناوری
دستاورد جدید دانشمندان: تبدیل ته‌سیگار به سوخت بیودیزل,فناوری
دانشمند ارشد هوش مصنوعی متا: تروریست‌ها نمی‌توانند با هوش مصنوعی منبع باز، جهان را تسخیر کنند,فناوری
سامانه رجیستری موبایل مختل شد,فناوری
شکایت نیویورک‌تایمز از اوپن‌ای‌آی و مایکروسافت؛ گزارش‌های این روزنامه برای آموزش ربات‌های چت استفاده می‌شود,فناوری
محبوبیت هوش مصنوعی احتمالاً باعث افزایش فروش کامپیوتر‌ها در سال ۲۰۲۴ خواهد شد,فناوری
واتس‌اپ شبیه اینستاگرام می‌شود؛ قابلیت اشتراک‌گذاری پست کانال‌ها در استاتوس,فناوری
صفحه google.com هنوز هم در حالت ناشناس برای کاربران ایرانی گوگل در دسترس نیست,فناوری
رونمایی از شبکه خصوصی 5G همراه اول در نمایشگاه تلکام,فناوری
شرکت مخابرات: اختلال اینترنت در تهران رفع شد,فناوری
رونمایی از سرویسی مبتنی بر واقعیت افزوده در صنعت مخابرات توسط همراه اول,فناوری
پژوهش جدید: میکروپلاستیک‌ها حتی به جفت جنین در رحم انسان راه پیدا کرده‌اند!,فناوری
جهان خودرو؛ چالش خودروساز چینی برای لوکس‌ترین ماشین‌های آلمانی,فناوری
طرح فورد برای ساخت خودروی هسته‌ای! /سوخت این خودرو اورانیوم است,فناوری
دور جدید توافقات همراه اول برای حمایت از تولیدکنندگان و پژوهشگران حوزه ICT,فناوری
گوگل هوش مصنوعی را جایگزین کارمندانش می‌کند,فناوری
ورود به دنیای تعاملی متاورس در غیاب 5G دور از ذهن است,فناوری
نتیجه بررسی «دی‌ان‌ای» اختاپوس‌ها: صفحه‌های یخ در قطب جنوب احتمالا زودتر از انتظار فرو می‌ریزند,فناوری
جلیقه‌ای که می‌تواند از مرگ ناگهانی ناشی از حمله قلبی جلوگیری کند,فناوری
گوگل احتمالاً هوش مصنوعی را جایگزین بخشی از کارمندان خود می‌کند,فناوری
بلواسکای با تغییر لوگو، از امکان مشاهده پست‌ها بدون حساب کاربری رونمایی کرد,فناوری
بهره‌برداری از سایت‌های همراه اول در نقاط روستایی گلستان با دستور رییس‌جمهور,فناوری
واتس‌اپ روی قابلیت اشتراک‌گذاری صفحه کار می‌کند؛ با یکدیگر فیلم ببینید و آهنگ گوش کنید,فناوری
هکر ۱۸ ساله استودیو سازنده GTA، انویدیا و اوبر به حبس ابد در بیمارستان محکوم شد,فناوری
معضل زیست‌محیطی توقف پشتیبانی مایکروسافت از ویندوز ۱۰؛ میلیون‌ها دستگاه رایانه باید بازیافت شوند,فناوری
بیش از ۱۷ هزار ویرایش در ویکی حقوق طی یک ماه گذشته,فناوری
ادعای مایکروسافت: یک گروه هکری مرتبط با ایران در تلاش برای حمله به پیمانکاران دفاعی است,فناوری
مشخصات کامل و رسمی سری گلکسی S۲۴ سامسونگ فاش شد,فناوری
بیل گیتس ۲۰۲۴ را سال هوش مصنوعی می‌داند؛ تحول در کسب‌وکارها، حوزه سلامت و آموزش,فناوری
حضور همراه اول در نمایشگاه تلکام 2023 با شعار به آینده متصل شو,فناوری
اختلال در شبکه اجتماعی ایکس / توئیت‌ها نمایش داده نمی‌شوند,فناوری
معرفی بسته‌های ترانزیت، اقامت و اعتبار رومینگ بین‌الملل همراه اول,فناوری
ارائه بسته ویژه شب یلدا توسط همراه اول,فناوری
اسپیس‌ایکس در آستانه پرتاب اولین ماهواره Direct-to-Cell؛ اینترنت ماهواره‌ای برای گوشی‌‌های عادی,فناوری
ناسا: ارتباط ویدئویی با اعماق فضا برای اولین‌بار امکان‌پذیر شد,فناوری
رویداد شب چله، با چهل استارتاپ برگزار می شود,فناوری
تصمیم گوگل برای جلوگیری از دسترسی قضایی به داده‌های مکانی کاربران,فناوری
مدرنا: واکسن سرطان پوست ملانوما احتمالاً تا دو سال دیگر عرضه خواهد شد,فناوری
مقدمات فعالیت نخستین ارائه‌کننده خدمات اینترنت ماهواره‌ای در کشور فراهم شد,فناوری
تهدید جدی برای زمین؛ سوراخ لایه ازون به اندازه بی‌سابقه‌ای رسید,فناوری
حضور همراه اول با معرفی راهکارهای هوشمندسازی در نمایشگاه بین‌المللی لجستیک 2023,فناوری
جهان خودرو؛ بهترین کانسپت سال انتخاب شد,فناوری
رویای زندگی در سیارات دیگر / می‌توان در مریخ تنفس کرد؟,فناوری
سرعت اینترنت موبایل ایران، پایین‌تر از اوگاندا، موزامبیک و زیمبابوه / سقوط ایران به رده ۱۵۴ دنیا در سرعت اینترنت ثابت,فناوری
نقشه گوگل ذخیره‌سازی داده‌های کاربران را آفلاین می‌کند؛ مانعی بر سر راه دسترسی دولت‌ها,فناوری
خبر مهم برای خریداران موبایل: گوشی تلفن همراه به سامانه جامع خدمات پس از فروش پیوست,فناوری
اینستاگرام از قالب‌های قابل‌شخصی‌سازی برای Add Yours در استوری‌ها رونمایی کرد,فناوری
شوک به هواداران فیلترینگ و فیلترشکن فروش ها؛ ایلان ماسک اینترنت ماهواره‌ای را به گوشی‌های عادی می‌آورد,فناوری
عینک هوشمند متا می‌تواند بخواند و ترجمه کند,فناوری
موفقیت ایلان ماسک در حوزه اینترنت ماهواره‌ای؛ افزایش ۳ برابری ترافیک استارلینک در سال ۲۰۲۳,فناوری
شرکت تسلا برای رفع «نقص ایمنی» دو میلیون خودرو در آمریکا فراخوان داد,فناوری
برگزاری پنجمین جشنواره مدیریت دانش همراه اول با محوریت فناوری‌های نسل جدید,فناوری
OpenAI تأیید کرد: هوش مصنوعی ChatGPT در پاسخ‌دادن به کاربران تنبل شده است,فناوری
گوگل فهرست بیشترین جستجو‌های کاربران در سال ۲۰۲۳ را منتشر کرد,فناوری
دلیل تعویق در واگذاری فرکانس‌های نسل پنجم اینترنت چیست؟,فناوری
واتساپ با یک بروزرسانی کاربردی آمد؛ بتای جدید با قابلیت جستجو در چت‌ها براساس تاریخ,فناوری
تعرفه اینترنت تعدیل نشود، می‌بازیم/آقای مسوول؛ مردم طالب۵G هستند!,فناوری
دزدیدن رمز عبور با شنیدن صدای کیبورد/ شاهکار جدید هوش مصنوعی,فناوری
نگرانی‌ها پیرامون ایمنی «تسلا سایبرتراک»؛ خودرویی با بدنه فولادی و طراحی نامتعارف,فناوری
قابلیت ارسال پیام‌های صوتی خودتخریب‌شونده به واتس‌اپ اضافه شد,فناوری
آیفون «تمام صفحه» با دوربین سلفی زیر نمایشگر احتمالاً در سال ۲۰۲۷ عرضه می‌شود,فناوری
اذعان مدیر ارشد OpenAI: هوش مصنوعی یک‌شبه کسب‌و‌کار شما را متحول نمی‌کند,فناوری
واکنش ساترا به بازداشت مدیرعامل سروش: با هیچ‌کس تعارف نداریم,فناوری
واکنش سروش‌پلاس به خبر بازداشت مدیرعامل: غیراخلاقی نشان دادن فضای این پیام‌رسان ادامه مسیر انحصارطلبی اصحاب انحصار برای خیمه زدن بر روی اکوسیستم پیام‌رسانی است,فناوری
یک فناوری جدید برای شارژ خودرو‌ها در حین حرکت,فناوری
ایلان ماسک می‌گوید ربات انسان‌نمای تسلا احتمالاً سال ٢٠٢۴ می‌تواند اسلحه به دست بگیرد,فناوری
دانشمندان از سلول‌های ریه انسان ربات ساختند,فناوری
فیلترشکن به لیست پرتکرارترین کالاهای تخفیف‌خورده بلک‌فرایدی ایرانی راه یافته است,فناوری
کشف یک ذره کیهانی مرموز متعلق به منبعی ناشناخته که از فراسوی کهکشان ما آمده است,فناوری
آپدیت جدید تلگرام آمد/ قابلیت تبدیل صدا به متن در دسترس همه قرار گرفت,فناوری
توافق کانادا و گوگل / کمک سالانه ۱۰۰ میلیون دلاری گوگل به رسانه‌های کانادایی,فناوری
نشست تخصصی همراه اول با شرکت‌های دانش‌بنیان برای حل مسائل فناورانه بخش رادیویی 5G,فناوری
چگونه ورود فرزندتان به صنعت بازی‌سازی را آسان کنید؟,فناوری
آذری‌جهرمی: خبر قطع اینترنت بدلیل طوفان خورشیدی مبنای دقیقی ندارد / طوفان‌های خورشیدی هنوز اینقدر هوشمند نشده‌اند که «صرفا» به اینترنت ضربه بزنند,فناوری
شورای رقابت اپراتورها را ملزم به ارائه بسته‌های اینترنتی متنوع با حجم بالا کرد,فناوری
اظهارات رئیس مرسدس بنز درباره خودروی ۲۰۲۴,فناوری
گوگل سه روز دیگر اکانت‌های غیرفعال را حذف می‌کند,فناوری
توافق ۱۸ کشور برای جلوگیری از سوءاستفاده از هوش مصنوعی,فناوری
افتتاح رویداد فناوری آینده عمان با حضور همراه اول,فناوری
اسرائیل:‌ بدون موافقت ما ،‌ اینترنت ماهواره ای ایلان ماسک در غزه فعال نمی شود,فناوری
بنیان‌گذار «ویکی‌پدیا»: هوش مصنوعی ۵۰ سال دیگر می‌تواند به ابرانسان تبدیل شود,فناوری
باگ عجیب iOS 17، آیفون را فریز می‌کند,فناوری
هواوی با اینترنت ماهواره‌ای مشابه استارلینک به سرعت ۶۶۰ مگابیت بر ثانیه دست یافت,فناوری
پاسخ تازه دانشمندان به یک سوال: چند سال دیگر می‌توان با تمدن‌های بیگانه فرازمینی ارتباط برقرار کرد؟,فناوری
فراخوان همراه اول برای توسعه ایده، راهکار و محصول مبتنی بر 5G,فناوری
اختراع محققان چینی: شارژر بی‌سیمی که برای تأمین انرژی ایمپلنت‌ها زیر پوست قرار می‌گیرد,فناوری
تفاهم معاونت علمی ریاست جمهوری و همراه اول برای توسعه اولین فب‌لب IoT کشور,فناوری
آغاز حراج پاییزی شماره‌های رند همراه اول,فناوری
ضرر ۷۵ میلیون دلاری شبکه اجتماعی ایکس,فناوری
نام‌تان را با فضاپیمای ناسا به مشتری بفرستید,فناوری
آیتانا، اولین مدل زن طراحی شده توسط هوش مصنوعی که در ماه تا ۱۰ هزار یورو درآمد دارد,فناوری
«ربات شیمیدان» راه تولید اکسیژن در مریخ را کشف کرد,فناوری
هشدار پژوهشگران «اوپن‌ای‌آی»: هوش مصنوعی می‌تواند «بشریت» را تهدید کند,فناوری
رویترز: توسعه هوش مصنوعی تهدیدکننده بشر یکی از دلایل اخراج سم آلتمن بوده است,فناوری
اینستاگرام دانلود ریلزهای حساب‌های عمومی را برای کاربران سراسر جهان ممکن کرد,فناوری
"سم آلتمن رئیس اخراج شده ""اوپن‌اِی‌آی"" به این شرکت بازگشت",فناوری
ثبت‌نام در ChatGPT بدون شماره موبایل ممکن شد,فناوری
پرتوسنجی با پرنده هدایت‌پذیر برای نخستین بار در کشور توسط همراه اول,فناوری
تازه‌ترین عکس ارسالی تلسکوپ جیمز وب از فضا، جزئیاتی بی‌سابقه‌ از مرکزی متراکم در دل کهکشان راه شیری,فناوری
هوش مصنوعی چطور به کشف اولین کلمات یک طومار باستانی کمک کرد,فناوری
ماهواره چوبی ناسا و ژاپن در فضا؛ همه آنچه درباره اولین ماهواره چوبی جهان می‌دانیم,فناوری
ویز رفع فیلتر شد؟,فناوری
خالق ChatGPT به مایکروسافت پیوست,فناوری
وزیر ارتباطات درباره اختلالات اخیر اینترنت: همین الان به‌خاطر بارندگی در خوزستان ۳۰ درصد سایت‌های سیار قطع شده بود / حادثه یک امر طبیعی است؛ ممکن است هر لحظه اتفاق بیفتد؛ دیروز هم بخش‌هایی از اینترنت ترکیه قطع شده بود / روز شنبه هم یک مشکل فنی پیش آمده بود که ۲۵ درصد ظرفیت کشور دچار مسئله شد / مشکل فنی بود؛ حمله‌ای اتفاق نیفتاده بود,فناوری
خالق ChatGPT چگونه از شرکت خودش اخراج شد؟,فناوری
خسارت جدید فیلترینگ به کاربران ایرانی / با فیلترشدن گوگل تگ‌منیجر، آمار بازدید سایت‌های ایرانی به‌شدت افت کرد,فناوری
استوری ۷ روزه اینستاگرام در راه است!,فناوری
یاهو اوایل سال ۲۰۲۴ برای رقابت با گوگل از موتور جستجوی جدید خود رونمایی می‌کند,فناوری
رونمایی از نسل جدید دیش خانگی استارلینک / این دیش اینترنت باکیفیت‌تری را در اختیار کاربران قرار می‌دهد,فناوری
